tweet;durum
le ilişkimiz tek taraflı #hayatpaylasincaguzel diyor ama o bizimle hiç bişeyini paylaşmıyor.. hep bizden bekliyor..;2
git allasen yillarimi Turkcell'e verdim birak spayi sipa bile vermediler;2
Siyavuspasa mah. yaprak sok.bahcelievler'de ki tum musterilerinizin hatlarinin sadece pencere yanlarinda cektigini biliyor musunuz;2
O da var ama Dominos çok düzenliydi, belli saatlerde atardi, Turkcell işi düşünce atiyor :D;2
serdar erener ülkenin eniyi reklamcılarından biriymiş bunu 800000 in üzerinde müşterisi kaçana sormak lazım hata türkcell in kalitesinde mi?;2
sorun tcell :));2
O'nunla kavga edersn ve ondn bi msj beklrsn ya o anda tlf. bir msj gelr heycanla bi bkarsn ki o msjı atan turkcel işte o an yıkldğn an'dır.;2
Dolmabahce tunelindeki 3G sorununa cozum lutfen  #turkcell;2
reklam icerikli aramalari istemiyorum. Ozelliklede pepsi, sigortalar, bankalar... Engelleyemez miyiz?;2
turkcell tv projem ile ilgilenmedi?nerede musteri memnuniyeti?  nerede girşimcilere destek?.....;2
Of internet paketi icin turkcellin sitesine girdim 2 dk bile sürmedi 10 tl mi aldi pic, oc, mal turkcell!;2
ben aveaya geçtim tcell çok olmaya başlamıştı bu arada nasılsın =);2
şikayet kaydı açtırıyorum 48 saat arayan arkadaş 30 saniyede işlemimi yapıyor.yine aynı şey oldu 48 saat daha..;2
dur şu turkcell'e mesaj atıyım da sevgilisinden geldi sansın enayi!;2
Çüşşşşşşş turkcel sms paketını 14 tl yapmısssssss ohaaaa yanı napmaya calısıyosun sen turkcelll!;2
Bu turkcell de 20 lirani 100 lira yapalim diyip duruyo. Lan -8 deyim hangi yirmi lira;2
turkcelli kiniyorum Ipad icin yapmis oldugunuz kampanyanin sadece faturali hatlar icin gecerli olmasi kadar sacma bi durum olamaz!;2
Internet basvurusu yaparken adil kullanim koşullarını bildirmeyip kota dolumunda mail atan superonline tebrikler!!!;2
Cok firsatcisin turkcell. Cokk;2
bu turkcell odenmemis faturaniz var smslerini erol koseye yazdiriyor herhalde FULL CAPS LOCK acik. ama bisey isteyince mulayim ve kucuk harf;2
Bu turkcell'deki kadinin turk aksaniyla ingiliz ingilizcesi konusma cabasina hastayim ya. British senin neyine kardej?;2
Küstüm #Turkcell.;2
turkcell kımı ne zaman mutlu etmıskı ? Anca devlet gıbı para kessın mılletten;2
HAYAT PAYLAŞINCA GÜZEL AMA SİZ HAKLI OLDUĞUM HALDE HATTIMI KAPATTINIZ HAYATI PAYLAŞAMIYORUM SAYENİZDE;2
kubat lı turkcell reklamı nasıl mı? b.k gibi o kadar nefret ediyorum ki çıktığı gb kapatıyorum.. Syn Ciliv sen böle hatalar yapmazdın ama!;2
4 dakıka oldu hala beklıyorum... Cıdden agzını burnunu kırıcam turkcell.;2
kalan sms:1980  bitiş tarihi:8ocak -OÇSUN TURKCELL;2
çalarken dinletlerde Blues müzikler niye yok?!;2
15. Katta Turkcell cekememısı  demek ne demek yaa ?;2
önce  in beni araması gerkiyormuş :D bunu TİM'de söylediler. gülsem mi ağlasam mı ne biçim hizmet anlayışı ??? ekimden beri...;2
1-2 sene içinde whatsapp desteklemeyen telefon kalmıcak kimse sms yapmıcak görücen ebeni turkcell;2
emniyet mudurlugu, turkcell ve besiktas belediyesi mesaj konusunda yarisir!;2
ttnet in servisleri cok iyi superonline da baglanmak kolay ama sorun ciktiginda kimseye ulasamiyorsunuz;2
Oc turksel;2
corlu merkez hastane caddesi 3g yok. Turkcell cekim gücü sadece reklamlarda var;2
izmirde cok kotusun 3G'in tartismali binalarin icinde yoksun vapurda cekmiyorsun!Duzelene kadar yazicam ya da subatta sana da bye!;2
Saygideger tcell, hem data hem ses hattimi kapamis?! Hayrolsun!..;2
Öl turkcell, öl !;2
#3kelimeyle2011 turkcell işinegeleni duyuyorsun!;2
turkcell cekmiyo panpa;2
hahaha malesef ikiside duruyo panpa. Turkcell cepten kopuyo ttnet pcden. Her turlu kopuyoz :D;2
turkcell muzikten 50 sarki hediye mesaji fake mi? Emin olamadim durduk yere niye hediye yollasin Turkcell diye...;2
#hayattansogutanseyler onemli bir mesaj beklerken gelen msjin turkcell den olma kafasi.;2
Bok gibi telefonsun blackberry! 2ay oldu hala Bis paketini gormeyen bi cihazsin turkcell care bulamadi teknik serviste.bi muhattap bile yok;2
Kampanya SMS'lerinden başka iletişim kuramayan #Turkcell ödül almış. Herkes birbirini ağırlamış. Hayat faydasızca güzel.;2
#turkcell sanki #avea dan çok farklı!;2
Sanirim artik vodafone kullanicisi olucam. Hehehe hoscakal turkcell :D;2
:)Sevgilimi 'Turkcell' diye kaydettim. Kimse gelen mesajlara bakmıyo artık .  Aklınızda bulunsun :-);2
Ohaaa o faturaa ne turkcell soymaya mı karar verdın bizi !!!;2
Bu  hesabini ergenler mi yonetiyordur nedir, kurumsal kimlik falan nerede?!;2
Dur bir mesaj atayımda sevdiğinden geldi zannetsin -Turkcell;2
Kahretsin cok artistim turkcell bana espri yapiyoor :D;2
Mesaj olarak bonus turkcell flexi bbmden bc facebooktan oyun hediyeleri allam nolcak benim haliiim;2
Mesajlarim neden iletilmiyo turkcell?!;2
Neymis efendim turkcell 4 cekermis 100 uzerinden heralde! Telefon faturasina odedigim paralar haram zikkim olsn! Hic bir yerde cekmyor!;2
merk edyrm acaba bu fiyatlari aciklarken rakip firma ile kiyas yapiyormsnzz .. Yada neden bukadr yuksek diyormsnzz;2
turkcell kendı sorununu cozemezkı..nasıl turkcell cozum merkezı uretsın ?;2
TURKCELL İN TARİFE politikası her tarifede açık bir kapı bırakarak faturamıza FAZLA ama kitabına uygun PARA ÖDETTİRİYOR;2
25 dakikadır bu durumda bekliyor. Turkcell 3G sıçmış durumda.;2
Sizlerden cevap bekliyorum !;2
1994 yılından bu zamana kadar kullandığım TURKCELL hattımı TURKCELLin tutumdan dolayı Protesto olsun diye kapattım... Yüküm hafifledi...;2
Nasıl bir bayilik sisteminiz var ki annemin kimlik bilgilerine, imzasına kadar her şeyi kopya etmişler;2
Evet lan :D  ama abi türksel cok kazık;2
yaziklar olsun Turkcell yaziklar olsun Armes Group;2
sesim kısıldıı içn Turkcell beni sesimden tanıyamadı waaow, demek ki gerçekten güwenli de ben işimi nası halletcem?;2
// 4 ay önce aldığım telefonum sonunda bozuldu... Bu kadar dayanması bile mucize... Teşekkürler Turkcell!!!;2
depremzede nin yanındayız deyip sormadan ertelediginiz faturayı topluca geçirdiniz Turkcell'e bağlandık hayata;2
DIR DIR DIR;2
besiktas metropol subeniz oldukca ukela bu Turkcel'e hic yakismadi. Ve calisanlariniz yurt disi paketlerini bilmiyorlae.;2
#hayattansogutanseyler uykunun en guzel yerinde Turkcell'den mesaj gelmesi.;2
sebepsiz yere hattımı aramaya kapattı... 8 ay önce verdiğim evrak fotokopisini tekrar istiyor.. günümüz derebeyi.. lanet adamlar..;2
Birini aradigimda 'sinyal sesinden sonra mesaj birakiniz'i duyduktan hemen sonra gelen mesaj turkcell'in sapik oldugu izlenimi uyandiriyor.;2
Sadece 1 dakikam kaldı diye  benimle random gülerek dalga geçiyor. Sanki senin 1 dakikana kaldık. :);2
muzık paketı yapcaz dıyıp 10TL'ni alıp bırsey yapmayan turkcell eskı sevgılınızle kankıymıs kızlar hanı sovmek ısterseniiz;2
2011 yilinin en iyi reklam yapan GSM operatoru  ( kullaniyorum);2
Bide platin. musteriyiz hic biseyden haberimiz olmaz... 4 saat once bilet aldim bu bana yapilir mi ?;2
Ananida Al git Turkcell, Yoksa Cok karde$ gelicek sana Coooookk...;2
#turkcell 32.000.000 adamı memnun etmek kolay değil biliyorum ama, şu bizim Yaşamkent'teki baz istasyonlarını bi halletseniz şık olmaz mı?;2
"2012""nin bahcelievlerinde Turkcell çekmiyor dagda bayırda reklam yapmakla olmuyo bu is ilk fırsatta hattımı değiştireceğim...";2
sen 'ondan' mesaj beklersin onun yerine Turkcell  mesaj atar ya,işte öyle berbat bir şey daha yok .;2
bu turkcell vınn ne ayak ya çek-mi-yoooooorrr sinir oldum peh;2
senden degil iphone, patates almam artik;2
sen ne kadar salak bir operatörsün TURKCELL ya gecenin 1'inde aynı mesaj 14 kere üst üste gönderilir mi? ya uyuyorsam ya erken kalkacaksam??;2
internet hizinda ttneti arattigin icin cok tesekkur ederim turkcell.;2
2 tl için mesaj hakkımı yenilemeyen Turkcell, bunu sana hiç yakıştıramadım her ay paşa paşa 12 tl bayılıyorum sana ne olur ki kıyak geçsen.;2
Belki de de ilk kez size sonuna kadar katılıyorm.Turkcell Acun ortaklığı ne?Bütün gece 5 dakkada birTurkcell reklamı yayınlanıyr;2
#turkcell kampanyaları içerisndeki süpriz fatura #hayattansogutanseyler den biri olarak değerlendiriyorum konudan müzdarip varmı?;2
Bu saatte telefon faturası mı gönderilir be Turkcell? Ben şimdi nasıl huzurla uyuyacağım?;2
“   müşterilerinizi cekim gücünüz gibi kaybedeceksiniz... #turkcellcekimgucu” #FF;2
Bugun aradigim butun turkcell'lilerin telefonunda telesekreter cikmasi ama hepsinin buna sasirmasi, bir tur turkcell gocugu degil de nedir?;2
Ödemeli aramlari cevaplayip haberiniz olmadan odediginiz 29krş larin  talep ettiginizde geri odenecegini biliyor muydunuz? Bilin.;2
sabah sabah #turkcell müşteri hizmetlerinin telesekreteriyle kavga ettim ne salak bi kadın o yaa;2
kuzum bugun msj hakkım bıttı ya turkcel son dakka gol caktı bana :) ama msn ye gel gır gır yapalım ozledım sen samaya yapmayı :);2
"İncelemek 1 halta yaramıyor.İzmir'in en işlek yerindeki 4 TİM'i gezdim&amp;sadece 1 tanesinde 4S var orada da beyaz yok.Bu mu  kalitesi";2
Limitsiz internet diye satılan tarifenin 100gb kotalı olması çok saçma teşekkürler superonline;2
superonline işi olmuyor  fiber internet hizmeti yokmuş bizim binada.apartman olarak başvurmamış gerekiyormuş vss.. :);2
-Bir mesaj atsa! *Mesaj sesi* (şok ifadesi) Noooolur o olsun! + Sayın abonemiz... Amk turkcell:))))';2
sırf bu uygulama mesajlarınız yüzünden bık-tım dedirttiniz. Bravo.!;2
dıtdıt dıdıt dıııttt turkcell götüne koyayım;2
çorlu merkezde 3g yayını var iken 24 ay abone olarak multivinn aldım.20 gün sonra 3g kesildi.nedenin sordum ? şu anda öyle dendi !;2
küstüm lan turkcell'e ben onun mesajına cevap verdim o ise hatalısın dio çok o.ç bu turkcell :D küstüm işteee :D;2
sanırım odamda ara sıra telim cekmıo. Dakka bası kım aramıs gelıyo. Turkcell iyice canımı sıkmaya basladın.;2
Ekran jelatini Turkcell'de 40 lira iken telefoncuda 5 lira. Kazık kol boyu;2
Mesaj beklediğinde sürekli telefon titriyor gibi hissedersin. Ve sonunda titrer 1 Yeni Mesaj: Banka/Turkcell #BuBoyledir;2
Bu  internet bağlantısında sorun yaşayan bir ben miyim yoksa yaygın bir sorun mu merak ettim...;2
Bu Turkcell iyice sinirimi bozmaya basladi, kafasına göre paket alıyor, yeniliyor;2
fiyat acisindan gayet iyiler. Bende 1000 dakika avea ici ayni paket.+ 120 dk her yone. Turkcell biraz da hirsiz.;2
Lanet olası turkcell 2gün faturayı geç ödesek ölecek hemen kapat hattı aramalara allahım ya :;2
Kotanda 15 mb'ın kalması nedir bilir misin ?İnsafsız,adi Türkcell;2
bende turkcell kullanmıyorum ki... :))));2
neden hep istanbul birazda izmirde bir seyler yapsaniz ?;2
günlükleri Vol. (bilmem kaç) Sevgili Turkcell bu sana son mektubum.;2
"kardeşim tanıdıgım bi piskiyatır var.. numarasını vereyim.. tansaş,turkcell,avea vb.'den gelen mesajları ona da atarsın ;)";2
gerzekalı :D turkcell cekmıo babaannemde;2
ile  neyi dusunerek sistemi degistirdi acaba? Lutfen bir aciklama...;2
bunların hepsi böle digiturk turkcel telekom soyguncu;2
Bu salak blackberry paketi neden güncellemiyor he?? Turkcell de güncellemiyor;2
Murpa cay reklamindan sonra psikolog destegi almaya karar verdim. Once turkcell sonra bu bakalim daha neler cikicak ?;2
#gercektenbiktim avea türkcell vodefone reklamların dan tiskindimm haaa;2
cok pahalisiniz.. az dakikali bol internetli uygun fiyatli paket istiyoruz! Mesela 1GB internet+200dk 40TL gibi;2
A.A ile  hattdan cep telefonuma gelen gereksiz ve saçma mesajlarınızı istemiyorum. Kime sordunuz da gönderiyorsunuz?;2
Normalde küçük harflerle sms atan Turkcell'in, Fatura tutarı yada son ödeme tarihi bilgisi için attığı smslerin büyük harfle olması.;2
1500 dklik konusma paketini 5 gunde bitirebiliyormusum. Turkcell nasilda salliyorr ya nasil bitebilir;2
İstanbul'un ortasında bizim evde ve dershanede telefon çekmiyor.Nerde  in çekim gücü?;2
"""Aradiginiz kisi baska bi görüsme yapiyor."" diyecegine kiminle görüsüyor onu söylesen gözüme girebilirdin tcell!";2
#turkcell adam gibi saatlerde mesaj atmayı öğren artık!;2
"""iPad'ler gümrükte takıldı kusura bakmayın"" diye mazeret üreten dandik operatör bittabii #Turkcell dir.";2
#Turkcell Superonline bir milyon evin kapisina fiber internet goturdu bizde niye yok bize niye getirmiyorlar :));2
Bu ay faturamda beni sasirtmadigi icin tesekkurler  :D;2
evimde #turkcell hiç bir şekilde çekmiyor.. incelenmesi için ne yapmam gerekiyor acaba? teşekkürler.;2
Bu turkcell in kamil koç ile yaptığı kampanya anlaşmasından anlayan beri gelsin..Kampanyalı biletin nasıl alınacağı bilgisini ben bulamadım!;2
Bu ayki turkcell faturamda yuvarlama farkı diye bir kalem var. Bedava dedikleri servislere de para alıyorlar.;2
Önce iletim raporu geliyo sonra bakıyorum iletilmedi beklemede. Turkcell sen benimle dalgamı geciyosun acebaa?;2
her ay ben size 1000 tl yakin para oduyorum hizmet istiyorum;2
Olmadık yere kontörümü yiyen turkcell i kınıyorum haberin olsun.;2
bide 4 çeker diyoya çekmiyo.vın almstm çekmedi geride almadilar.zorla iade ettm:-S;2
""" Bugün de mesaj atmadın.. kesin başka biri var";2
Bu turkcell benden habersiz sms paketimi yeniliyor ya... Nasıl gıcık oluyorum, belli değil.;2
TURKCELL yağlı kurşunlara gelesin emiiiiii;2
unuttunuz galiba bizim yılbaşı geçeli 13-14 gün felan oldu. ?;2
Bu sacma sapan sinir bozucu reklam furyasi nedir ya?! Sahanli Turkcell, Bonus Card kafa reklami, Aytac... Iticisiniz!;2
#Sans yazin Turkcell'e gonderin, sonra faturanizda gorursunuz ne kadar sansli oldugunuzu.. Ben cok sansliymisim ama coooookk!;2
işimi de görüyor Avea yeterince, işime yaramasa hadi 3 katı ödeyip Tcell'e geçeyim derim de gerek yok hiç:/;2
Bis servisi tarifesini bir alt kademeye indirince uvey evlat muamelesi goruyorsak isimiz var senle Turkcell!!!;2
Sabah afyonum patlamadan tlf çalıp actiginda Turkcell'in band kaydı olduğunu anladığım an içimden söylediklerim ... :/;2
Saat 00:44 hala besinci sayfadayim turkcell bak bu son disi yakarisim.;2
Bir de FSM köprüsü üzerinden geçerken #3G bağlantısının #EDGE'e düşmesine hep uyuz olmuşumdur, hala da uyuz oluyorum! Teşekkürler;2
Dur bi mesaj atayımda sevdiği zannetsin.-Turkcel;2
Seni seviyorum dit dit diritdit senden nefret ediyorum -turkcell degistirir;2
bundan daha guzel bir haber olamaz! turkcell'in baz istasyonu sokuluyor! sukurler olsun! her kimin emegi varsa binlerce kez tesekkurler:))));2
bunlara bi cevap yazmayın. görim ben sizi. gerçi siz cevap atmazsınız direkt dava ıvır zıvır takılırsınız bkz: incisözlük-digiturk;2
En beklenmedik anda bi msj gelir heyecanlanırsın açmak için sabırsızlanırsn bi bakmışsınkiki Turkcell den gelmiş #yıkıldığıman :(;2
"Eger bana ulasamayan varsa bunun nedeni  dir; is bilmezlikleridir";2
bu yüzden #turkcell demek isterdim.. ama hepsi aynı bkun laciverti;2
bugün tam 23 kez arayan superonline  derdin ne anlayabilsem;2
Turkcell kılım sana.Ne yaparsan yap ekmek yok sana;2
Oc turkcell;2
sosyal medyadan Serkan bey ile görüştüm, lütfen Türkçe' yi iyi telaffuz eden diksiyonu düzgün bir kişi arayabilir mi?;2
yaaa sızın nsl bır alt yapınız var anlamadımmm,hattım kapalıııııııı heyooo size dıyorummm bır çözümmmmm;2
cep telefonum su an ulasilmaz durumda.kendi capinda kapandi.Nedeni belli diil.Turkcell acik diyor ama kendisi tcelli bile takmiyorr!!;2
artık yeter. Çekmiyor telefonum. Sertab erener'i corluya yollayın bakalım 4 çeker olacak mı????;2
"""Gökdelende çekmiyormuş"" lafı Turkcell için doğru çıktı. Gazetede  zirt pirt kesiliyor..";2
o değil de Turkcell'cim sana teşekkür ediyorum bu tvitimde.8binküsür dk varmış benim sadece trkcll ile konuşabileceğim.niye her yöne değil!;2
Oda arkadaşım bana mesaj attı, geldi gayet. Onun operatör de  Ben hala yollayamıyorum amaaa. :O;2
sanirim turkcell beni kazikladi;2
ne zaman bu telefonlar makul fiyata elimize gececek?hem 24 ay taahut hemde dunyanin faturasi odeniyor.biz mi cok safiz acaba?;2
%98.2 oraninda kapsama alani olan Turkcell, kapsama alani olmayan o %1.8 lik alana denk gelmekkk  nedir ya :/;2
"hat türkcell mi çok dolandırmışlar beni vınn kullandım epey para ödedim pek faydalanamadım keşke bunu daha evvel akl edeydim;)";2
Beni kazık yemekten bitap hale dusuren turkcell amca,bana bu ay heryone 100 dk ve 300 sms verdi.sagolsun varolsun.;2
turkcell in allah belasini versin. 540 tl geldi. Ne bicim paketleri var yoksa ben mi cok konusuyorum yaa;2
elektro wortt ,AZINA SIÇSIN TURKSEL T20  senin emii kakaldınız lan bana bu çöpü((;2
00:00 da turkselden mesaj geldi *llah belani versin turksel -,-;2
36 saat geçti hala bekliyorum aranmayı illa 48 saat olması gereklimi çözüm merkezinin bana dönüş yapması için çok merak ettim !?!?;2
caddede bi turkcell bayii ama son kaalandi:(;2
Sarj aletimi is yerinde unuttum. Avea'min sms'i bitti. Yedek hat Turkcell'e attirdigim 20 tl de gelmedi. Ortada kalakaldim.;2
lanet olasın turkcell dedim;2
Sen beni delirtirsin turkcell;2
öğlen attığım mesajlar şimdi iletiliyor.oha turkcell;2
Ne yaparsam yapayım Turkcell'in bana yine de geçirmesine   #takilipkaliyorum;2
TURKCELL den artık şu kadar paraya şu saate kadar şu kadar konuş sms leri GELSİN İSTEMİYORUM !;2
Bugün hiç mesaj atmadın ? Hayırdır küs müyüz ? Yoka rahatsız mısın ?;2
bu arada süperonline internet 50 gb downloaddan sonra hızınıı 10 mbt ten 1 mbt e düşürüyomuş.haberiniz ola.sınırsız diye gaza gelmeyin.;2
Madem hayat paylasınca guzel paylasım faturamı sen ozaman amık;2
sozde bende superonline 25 mhz kullaniyorum ama yalannn hepsi yalannn;2
benim bu gsm ile alakasızlığım ne olucak turkcell msj yollamış 75 gündür tl yüklemiyormuşum şikayetci :) elimde olsa çöpe atıcam telefonuda;2
48 saat daha bekle offff;2
artık superonline'i iptal etmek zorunda kalıcam bıktım ama internetim geri düzeldi.bir tane  youtube videosunu bile yükleyemiyr;2
Ayda 17 TL verdigim paketten google'a dahi giremiyorum. Tum yetkililerinize selam olsun;2
Birisinden mesaj bekledigin zaman hep gereksiz mesajlar gelir, hic mesaj atmayan arkadaslarn mesaj atar. Turkcell seni yalniz birakmaz.;2
Turkcellin paket ve reklamlarıni duymak zorunda miyim?bir soru sormak için anlamıyorum. biraz saygı cırtcell... Ne müşteri hizmeti;2
#turkcellesavasimvar  size savaş acmış hala reklam yapıyorsunuz;2
faturali hattima hic bir indirim hediye alamazken 20 tl yukleyen hazirkartliya milyonlarca dakika hediye;2
O degil de turkcell reklamlarinda milleti kandiriyor. iCloud sanki sadece iphone 4s te varmis gibi gostermisler.;2
maçtaki golleri elli kere yollamasa hoş olacak. gol oluyor aynı mesajdan 2-3 kere geliyor, sabır sınıyor resmen.;2
kabiliyet yoksunusun;2
telefonumu gizli numaradan arayıp hattınıza geçmemi teklif etmenizden tiksindim. geçeceğim varsa da geçmem.;2
dediler.İsteğimi şirketime bildiridim onlarda superonline müracatta bulunmuşlar. Süperonline'in cevabı çok saygısızca.;2
Lanet olsun Turkcell faturami kontrol etmek fln istemiyorum.  Birak artik pesimi.;2
La ibne  bu internete girenler acep turkiyeden değil mi ? Fiber kablolar götüne girsin;2
küçük pakete üye olup gold paket parası ödemek acaba nedir nedir iyice öztürkcelleşmişsiniz maaşallah;2
250 mb 7 lirayken +50 mb icin 3 lira oduyoruz. Somur turkcell. Gozun doysun turkcell.;2
kurtuldum artık senden turkcell. en büyük vodafone;2
Bu Turkcell'de iyice uçtu amk Yok 20 yükle 120 al 40 yükle 400 al Hesaplamalarıma Göre 30Bin TL Yüklesem şirketi üstüme yapacaklar;2
Sevgilimizsin sanki ya;2
Her şirketin amaçlar hiyerarşisi vardır ya vizyon misyon vs... turkcell'in misyonu da müşterilerinin ırzına geçmek !;2
mesaj yollamiyor su an, sorun mu var acaba?;2
OÇ turkcell;2
Iphone 4s almak icin  'i beklemekle hata mi yaptim, hediye verdiginiz 1800dk. ı kullandim diye alamiyorum, bu ne sacmalik?;2
Kubat turkcell reklamının sonunu halkalı şekere bağlıyacak diye öylesine korkuyorum ki.;2
Dur şunlara bi mesaj atıyım da sevgilisinden geldi sansın heycanlansın.  turkcell;2
Korkuyorum yakında bütün reklamlarda halk müziği çalacak ,biri halkın sadece  bu olmadığını söylese? #akp #turkcell;2
Sanırım Turkcel bana asık bu satte bana 3 tane msj attı :D;2
etiler turkcell subesi tarafindan tarafima hediye edilmistir... Bundan istiyosan turkcelle gidip azicik sevimli olmaya calis.;2
EDGE ne 3G ne tukureyim Turkcell.Zorla adami Ozturkcelli yapacaksin;2
"Telefonumun bozulması sonrasında Turkcell'den gelen ""3."" yedek telefonda bozuk çıktı şu an.";2
şerefsiz onursuz tamamen kapitalist ve hileci bir firma sizi ödemeli ariyorlar ya ilave çalıyorlar 29 krs;2
neden bağlanamıyorum müş.temsilcisine ..şikayet edicem ulan sizi btk ya yeter ulan sömürdüğünüz.7 sefer aradım her seferinde;2
Ruyamda Turkcell'den telefon edeceğinde önce telefondan çıkan reklamı dinlemek zorundaydın. İşim de acildi ve ruya dediğim şey kabustu.;2
bebegim turkcell iptal :( bu arada kız bugun trafige cıkmıs bulunmakta. her an arabayı kacırıp sana gelebilirim :D;2
turksel sadece bizi aldatsa gene iyi. kaç milyon abonen aman sevgilin var canim?;2
CHP kafası var sende  , pazar hep senin olacak sanıyorsun ama  reklamındaki gibi 820 bin kişi gitmiş. Daha da gider.;2
abim iphone aldıktan sonra turkcell göçtüü :)) hala belini doğrultamadıı :));2
""" En ucuz iPhone 4S fiyatını hangi operatör sunuyor?  ohasın";2
Lan turkcell hic 20 liran var mi diye sormuyosun ama 20 tlni 100 tl yapalim mi demeyi biliyosun !;2
gerçekten cok tsk ederim 2 gündür hattımı kullanamadıgım için,sistemlerinizin.neyse kötü oldugunu söyliyim yeter;2
Ne zaman yoğun şeyler yaşasan o an bi msj gelir , atan Turkcell'dir.   #BuBoyledir;2
iyiki bi TL yükledik turkcell, sabahtan beri atmadığın kampanya kalmadı.;2
naptın superonline ya ben seni herkese övüyodum oysaki nedir bugunkü halin kendine gel;2
"{ 12 yıllık Turkcell faturalı hat kullanıcı olmama rağmen neden bir türlü Celocan :) ''dan vazgeçemiom anlamış deiilim !.}  { N &amp; Y © ™ ® }";2
müşterisine sahip çıkmayan,yolunacak kaz gibi gören  sana ne desem az !;2
numara tasima reklamiyla feci gol atmis avea. turkcel vodafon bir araya gelse cikaramaz;2
#turkcell #vodafone #avea Turkcell Gold Plus Paketine Alternatif arıyorum arkadaşlar. Lütfen yardımcı olun :) #Turkcell 'den bıktım.;2
bir kez daha turkcell superonline firmasına lanet okuyorum rezil internet için  #superonline;2
#turkcell her yerde 4 çeker diye hava atma hala Kinaliada açıklarında çekmiyor telefon;2
turkcell elinden gelse hattı çıkartıp tekrar taksak para alıcak :-));2
bu gün trkcll time gittim. win. mobile kullandığım için wap ayarları manuel olarak kendim yapamadım. koskoca trkcll timde yapamadı;2
Bizim burda Turkcell'de Turkcell çekmiyor daha ne olsun :D;2
Kontür yüklemesem Turkcell'in mesaj atacağı yok hep benden bekliyor ilk adımı;2
#vodafone #turkcell - SMS paketi alıp her ay, atmadığım sms'lerin parasını ödemek istemiyorum. internet üzerinden 3...;2
1GB internet paketi aldım 1 ay olmadan bitti nasıl oluyor çok merak ediyorum Ey Turkcell cevap ver!??;2
iki gündür vodafone internet testleri yapıyorum. Turkcell'in 3G sinyalinin olmadığı birçok yerdeki kalitesiyle beni adeta şok etti.;2
cok ayip, Fenercell dururken Turkcell de neyin nesi :);2
bugün eski hattımı geri almak istediğimi söyleyince hattımın satışa sunulduğunu söylediler TURKCELL Parasız kaldı hattımı satıyor :));2
Cep telefonuma bankalar,mağazalar ve Turkcell dışında mesaj göndereni görmeyeceğim sanırım :D;2
Biliyorum o mesaj attı ve sen sırf kıllık olsun diye bana iletmedin piç Turkcell.;2
bugün turkcell mesaj atmadı kesin aldatıyo amk;2
Ne derlerse desinler Turkcell hala en yogun gsm operatoru... Ne zaman gelsem dolu;2
Daha demın benı turkcell aradı askım dıyorum ınanmıyorsunuz mesajlarla yetınemedı bıtanem. Mesajla heycanlandırmayı gec arıyor pıc;2
iphone 4s satısa cıktı ve inanılmaz ama gercek en ucuza satan Turkcell!acaba bize nası yol su elektrik olarak doncek bu durum;2
O degil de internet paketim bitti ayıp sana tcell;2
2007 den beri Türkcell'liyim ortalama her ay 120 liralık kontör harcamam vardı. Son faturam 167 TL fakat bir cellocan takkem bile yok :(;2
Kimsenin mesaj atmadığı zaman Turkcell abi sanki inadına yaparmışcasına mesajları ardı ardına dayıyor bize.;2
Türkcell'den olay gibi bir kampanya.  Hattınızı bize geçiriyorsunuz bizde sizeeeee :D:D:D:D:D:D:D:D:D:D:D:D:D:D;2
seni hiç sevmiyoruumm;2
evet o.c tcell 10 aydir bole!;2
İki gündür aynı saatte telefonumun bağlantısı komple gidiyor vs...Sıkıntı oluyor.Canımı sıkma turkcell!Şuanda 3G yok meselâ!;2
in şirketimize atadığı müşteri temsilcisi yüzünden  u ofise davet ettik. Görüşüp komple  a geçmeyi düşünüyoruz.;2
TURKCEL SEN VE TÜM PERSONELİNİN A.K;2
Numarasını Turkcell'e taşıyana 250 dk her yöne... Ama zaten yıllardır Turkcelli olanlar sürünsün... Onlar para basıyo dimi, tabi.;2
nerdeyse 4 ay oldu , bu hizmet seklinizd benziyceksd fiber internetiniz uzak durulmali;2
+ben sana çok bağlandım. - turkcell?, vodafone? + yok avea daha iyi çekiyordu :D';2
Turkcell hayatı paylaşmaktan yorgun düşmüştür, siz başınızın çaresine bakın:);2
Turkcell hat alcam sana sadece benle mesajlaşcan ama;2
zaten 4 çeker diyip metroda çekmeyen tek slogana sahip :D;2
bu türksel millete hediye tl veriyo, benden hediye tl çalıyo bu nebe..  Tl lerim konusmadan bitiyo..;2
KKTC Girne'de Turkcell şebekesi iptal...!!!netten ulaşın iyi geceler;2
Lan turkcell basımı agrıttın gece gece allah belanı versın senın.;2
ozaman faturalarıda paylaşalım turkcell'le nede olsa hayat paylaşınca güzel:);2
turkcell musteri hizmetleriyle cok kibar konusuyosun,,,ben senin kadar sabirli olamiyorum mojitoooo!;2
Cocuk oyuncağı gibi paketlerimi Bi iptal eden Bi yenileyen kuruluş...;2
de olmasa telefonum mesaj özelliğini unutacak artık :D;2
ankarada şebeke felç farkında mıyız?;2
normal mesaj gelince . sms mi kaldı diye şaşırıyorum mesğersem bizimki turkcell miş;2
En yuksek ortalamali 3g hizi bile onlardayken turkcell cekmeyen yerde vodafone cekerken hala turkcell kullanmak hangi kafa anlamiyorum:);2
